name,Biography,last_name,creator image,location,latitude,longitude,roles,jobTitle,affiliation,location_name,iteration,sequence,year,title,body_y,references,makers
Mariana Espinosa,N/A,Espinosa,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/mariana-espinosa/image.jpg,"{""type"":""Point"",""coordinates"":[-99.13672877315088,19.28733092048331]}",19.28733092,-99.13672877,['ambassador'],Producer,Metropolitan Autonomous University-Cuajimalpa Unit,"Mexico City, Mexico",20,18,2023,Space-Time Theories Exploratorium,"Macroscope Link: <https://remo.cua.uam.mx/vis/Exploratorium/>

The Space-Time Theories Exploratorium's Macroscope is a cutting-edge tool designed to cater to a broad spectrum of users, serving the needs of both students and researchers in Physics, Philosophy of Science, Foundations of Physics, Ontology, Structuralism, Complexity, and Graphic Representations. This web-based interactive platform utilizes HTML with D3 JavaScript and CSS for visual explorations.

The Macroscope enables users to delve into ten interactive visualizations, encompassing over 50 theories of space-time and gravitation. It facilitates the location of groups of theories, their foundations, and classes of models. Through hierarchical networks, users learn the logic of interconnected concepts, becoming adept at navigating the conceptual structure of physical theories. 

Data is sourced from axiomatizations and reconstructions of physical theories conducted by renowned philosophers of science and physicists such as Michael Friedman, Mario Bunge and Clifford Will. This comprehensive dataset, efficiently managed in a SQL datafile, forms the backbone of the Macroscope's functionality. 

The tool empowers users to perform in-depth data analysis, comparing subtractive and additive reconstructions, uncovering relationships of theorization and specialization. With interactive features like zoom-in, zoom-out, and drag capabilities, users can dynamically explore, rearrange, and personalize their network settings, enhancing the overall user experience. 

The Macroscope allows users to highlight subconcepts and supraconcepts, offering a nuanced perspective. It also facilitates the highlighting of specific nodes, enabling users to pinpoint particularly interesting elements within the networks. This tool is not just a visualization aid; it serves as a companion for source readings, enhancing the understanding and contextualization of academic materials. 

In summary, the Space-Time Theories Exploratorium's Macroscope is a versatile and user-friendly tool that bridges interdisciplinary gaps, providing a seamless exploration of the complex relationships within space-time and gravitation theories. Whether for educational purposes or advanced research, this Macroscope offers a rich and interactive experience for users across various domains of interest.","<!--StartFragment-->

Espinosa, M. “The Space-Time Theories Exploratorium” in Scientific Legacy of Professor Zbigniew Oziewicz. Ed. Colín García, Hilda María and Guzmán, José de Jesús Cruz and Kauffman, Louis H and Makaruk, Hanna, WORLD SCIENTIFIC, 2023 pp. 225-245. 10.1142/13275}, www.worldscientific.com/doi/abs/10.1142/13275}.

<!--EndFragment-->; <!--StartFragment-->

Espinosa, M. & Casanueva, M. “Retículos teóricos y el análisis de conceptos formales, herramientas para el estructuralismo metateórico”, Theoria: An International Journal for Theory, History and Foundations of Science, DOI: 10.1387/theoria.24078, March, 2023.

<!--EndFragment-->; <!--StartFragment-->

Espinosa, M. ”Retículos conceptuales de teorías físicas: El Exploratorium"" in Reflexiones filosóficas e históricas: ciencia, enseñanza de la ciencia y política científica. Lilian Al-Chueyr Pereira Martins, Luz Marina Duque Martínez, Lucía Federico, Germán Guerrero Pino, María de las Mercedes O’Lery (Eds.), Universidad del Valle, Colombia, 2023. ISBN: 978-65-86622-03-4

<!--EndFragment-->; <!--StartFragment-->

Espinosa, M. Visualizaciones de retículos conceptuales de teorías del espacio-tiempo y la gravitación mediante el análisis de conceptos formales. PhD Thesis, Universidad Autónoma Metropolitana-Cuajimalpa, March 2022.

<!--EndFragment-->; <!--StartFragment-->

Espinosa, M. “Mapping Gravity with Hierarchical Networks”, Proceedings: 15th Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Astrophysics, and Relativistic Field Theories (MG15, 2018).

<!--EndFragment-->; <!--StartFragment-->

Espinosa, M. “The Gravity Apple Tree”, Journal of Physics: Conference Series, Vol. 600, No 1, 2014.

<!--EndFragment-->; <!--StartFragment-->

<https://github.com/pupitetris/Exploratorium>

<!--EndFragment-->",mariana-espinosa/readme
Marina Gorbis,"Marina Gorbis is the executive director of the Institute for the Future (IFTF) and director of the Technology Horizons Program, which focuses on innovations at the intersection of new technologies and social organization. She holds a master's in public policy from the University of California, Berkeley, a certificate in international business from the University of London, and a BA in industrial psychology from the University of California, Berkeley. A native of Odessa, Ukraine, Gorbis is particularly suited to see things from a global perspective. She has directed international programs and led international development projects for SRI International in China, Japan, Vietnam, India, and Eastern Europe. Gorbis has also authored publications on international business and economics, with an emphasis on regional innovation and competitiveness.
",Gorbis,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marina-gorbis/image.jpg,,,,['maker'],,,"Palo Alto, CA, USA",,,,,,,
Mario Diwersy,"Mario Diwersy is one of the founders and managing director of ÜberResearch where he is responsible for technology and solution development and for coordinating the team of engineers. He previously worked at Elsevier where he led as vice president of technology a globally distributed development team (Chile, Germany, India, Netherlands, USA) for the SciVal product line. Mario joined Elsevier in 2010 when Elsevier acquired Collexis, a European- and US-based start-up focusing on solutions for academic customers (research networking tools) and funding bodies. Mario served as EVP and CTO for Collexis for several years. Mario lives with his family in Frankfurt, Germany.",Diwersy,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/mario-diwersy/image.jpg,,,,['maker'],,,"Frankfurt, Germany",,,,,,,
Mario Juric,"Mario Juric is a member of the Institute for Advanced Study in Princeton, New Jersey. He holds a PhD in astrophysical sciences from Princeton University. Juric is a theorist working on a diverse set of topics, ranging from long-term dynamics of extrasolar planets and the structure and evolution of the Milky Way to studies of the properties of asteroids in the solar system.
",Juric,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/mario-juric/image.jpg,,,,['maker'],,,"Princeton, NJ, USA",,,,,,,
Marjorie M. K. Hlava,N/A,Hlava,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marjorie-m-k-hlava/image.jpg,"{""type"":""Point"",""coordinates"":[-106.57502125946517,35.10264816555351]}",,,['ambassador'],"President, Chairman, and Founder",Access Innovations,"Albuquerque, NM, USA",,,,,,,
Mark E. J. Newman,"Mark E. J. Newman is the Paul Dirac Collegiate Professor of Physics at the University of Michigan and a member of its Center for the Study of Complex Systems. Together with Michael Gastner, Newman developed the algorithm that is used in transforming the traditional world map into a series of cartograms. Newman also produced the figures and wrote the computer software that allowed for the creation of the cartograms.
",Newman,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/mark-e-j-newman/image.jpg,,,,['maker'],,,"Ann Arbor, MI, USA",,,,,,,
Mark Lombardi,"Mark Lombardi (1951-2000) held a BA in art history from Syracuse University. While still an undergraduate, Lombardi was chief researcher for a 1973 exhibit entitled From Teapot Dome to Watergate, a multimedia collage whose elements focused on various U.S. governmental scandals, then motivated by the ongoing Watergate scandal. That work led to a curatorship at the Contemporary Arts Museum Houston, after which Lombardi became a reference librarian for the Fine Arts Department in the Houston Public Library system, where he started a regional artist archive. He then worked in gallery ownership, relocated to New York City, and ultimately developed a following for his carefully researched and constructed narrative structures of major political and financial scandals. Unlike many works of art, his maps were not created as depictions of hypothetical or imaginary events but were rendered according to facts derived from mainstream publications, such as The New York Times, The Washington Post, and the Los Angeles Times. Lombardi would carefully organize these facts into a handwritten database of over 14,000 cross-referenced index cards. He then iteratively composed flowcharts in colored pencil and graphite on paper. Following his death in 2000, the posthumous retrospective of his work, Mark Lombardi: Global Network, traveled to nine museums from 2003 to 2005.",Lombardi,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/mark-lombardi/image.jpg,,,,['maker'],,,,,,,,,,
Marko A. Rodriguez,"Marko A. Rodriguez is a Post-Doctoral Fellow at the Los Alamos National Laboratory and the Chief Technology Officer of Knowledge Reef Systems Inc. His research focuses on digital scholarship, computational eudaemonics, and network/graph analysis.",Rodriguez,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/marko-a-rodriguez/image.jpg,,,,['maker'],,,"Los Alamos, NM, USA",,,,,,,
Martin Bruckner,"Martin Bruckner, senior researcher at ETH Zürich and WU Wien, specializes in modeling biomass conversion networks. He develops and applies multi-regional input-output models to analyze socio-economic biomass metabolism, its drivers, environmental impacts, risks, and dependencies. His research covers the water-food-energy nexus, supply chain risks, the global environmental impacts of consumption and production, dietary changes, food waste reduction, and climate risks in agricultural supply chains.",Bruckner,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/martin-bruckner/martin_bruckner.png,,,,['maker'],,,"Zürich, Switzerland",,,,,,,
Martin Schaaper,N/A,Schaaper,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/martin-schaaper/image.jpg,"{""type"":""Point"",""coordinates"":[6.144002638602587,46.20437474114183]}",,,['ambassador'],Senior ICT Analyst at Telecommunication Development Bureau (BDT),International Telecommunication Union (ITU),"Geneva, Switzerland",,,,,,,
Martin Vargic,"Martin Vargic is a Slovakian artist and graphic designer who took up making maps as a hobby in 2012. Since then, his work has received notice from major news outlets, and he has been quickly recognized as a significant talent in the world of mapmaking. In April 2013, Vargic started work on his first massive-scale map, Political Map of the World. Shortly thereafter, he embarked on the Map of the Internet, which he has been updating periodically. His latest work is the Map of Stereotypes, which, like his other maps, is available for viewing at http://www.halcyonmaps.com.",Vargic,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/martin-vargic/image.jpg,,,,['maker'],,,,,,,,,,
Martin Wattenberg,"Martin Wattenberg received an SM in mathematics from Stanford University in 1992 and a PhD in mathematics from the University of California, Berkeley, in 1996. Martin was the director of Research and Development at SmartMoney.com, where he designed Internet-based financial software. In 2002, he joined IBM Watson Research Center in Cambridge, Massachusetts, where he now leads the Visual Communication Lab. Wattenberg is known both for his scientific and applied work in the field of information visualization and for his information-based digital art. Wattenberg's work has been exhibited at Ars Electronica, Linz; the Institute of Contemporary Arts, London; the New Museum, New York; the Whitney Museum of American Art, New York; and at galleries and festivals internationally. Commissions include work created for Ars Electronica, the NASA Art Program, New Radio and Performing Arts, the Smithsonian National Museum of American History, the Walker Art Center, and the Whitney Museum of American Art. Technology Review named Wattenberg ""one of the world's 100 top young innovators.""",Wattenberg,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/martin-wattenberg/image.jpg,,,,['maker'],,,"Cambridge, MA, USA",,,,,,,
